AOP,AOP name,Event,Event Process,Event Action,Level of Organisation,Process_merged,Ontology_ID,Object,Ontology_ID,Action,Ontology_ID,Cell Context,  ,Organ Context,Ontology_ID
Aop:193,Dual oxidase (DUOX) inhibition leading to altered amphibian metamorphosis,Event:1101,Amphibian metamorphosis,Altered,Organ,metamorphosis,GO:0007552,,,increased process quality,PATO:0002304,,,,
Aop:194,Hepatic nuclear receptor activation leading to altered amphibian metamorphosis,Event:1101,Amphibian metamorphosis,Altered,Organ,metamorphosis,GO:0007552,,,increased process quality,PATO:0002304,,,,
Aop:80,Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure,Event:571,Aging,Accelerated,Individual,aging,GO:0007568,,,acceleration,PATO:0001028,,,,
Aop:8,"Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals",Event:401,Biliary excretion TH glucuronide,Increase,Organ,excretion,GO:0007588,Tetrahydroaldosterone-3-glucuronide,CHEBI:88728,increased process quality,PATO:0002304,,,biliary system,UBERON:0002294
Aop:194,Hepatic nuclear receptor activation leading to altered amphibian metamorphosis,Event:401,Biliary excretion TH glucuronide,Increase,Organ,excretion,GO:0007588,Tetrahydroaldosterone-3-glucuronide,CHEBI:88728,increased process quality,PATO:0002304,,,biliary system,UBERON:0002294
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1122,Failure of secondary hemostasis,Under carboxylated clotting factors will not assemble on cell surfaces to form clot,Tissue,hemostasis,GO:0007599,,,deviation(from_normal),PATO:0000069,,,vascular system,UBERON:0007798
Aop:187,Anticoagulant rodenticide inhibition of vitamin K epoxide reductase resulting coagulopathy and hemorrhage,Event:1133,Depletion from blood of fully functional carboxylated clotting factors,Hemostasis,Tissue,hemostasis,GO:0007599,,,decreased process quality,PATO:0002302,,,blood,UBERON:0000178
Aop:155,Deiodinase 2 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1008,Hearing,Reduced,Organ,sensory perception of sound ,GO:0007605,,,decreased process quality,PATO:0002302,,,,
Aop:156,Deiodinase 2 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1008,Hearing,Reduced,Organ,sensory perception of sound ,GO:0007605,,,decreased process quality,PATO:0002302,,,,
Aop:157,Deiodinase 1 inhibition leading to reduced young of year survival via posterior swim bladder inflation,Event:1008,Hearing,Reduced,Organ,sensory perception of sound ,GO:0007605,,,decreased process quality,PATO:0002302,,,,
Aop:158,Deiodinase 1 inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1008,Hearing,Reduced,Organ,sensory perception of sound ,GO:0007605,,,decreased process quality,PATO:0002302,,,,
Aop:159,Thyroperoxidase inhibition leading to reduced young of year survival via anterior swim bladder inflation,Event:1008,Hearing,Reduced,Organ,sensory perception of sound ,GO:0007605,,,decreased process quality,PATO:0002302,,,,
Aop:42,Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:402,Cognitive Function,Decreased,Individual,learning or memory,GO:0007611,,,decreased process quality,PATO:0002302,,,,
Aop:65,XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:402,Cognitive Function,Decreased,Individual,learning or memory,GO:0007611,,,decreased process quality,PATO:0002302,,,,
Aop:134,Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,Event:402,Cognitive Function,Decreased,Individual,learning or memory,GO:0007611,,,decreased process quality,PATO:0002302,,,,
Aop:152,Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity,Event:402,Cognitive Function,Decreased,Individual,learning or memory,GO:0007611,,,decreased process quality,PATO:0002302,,,,
Aop:12,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration in aging,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:13,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:54,Inhibition of Na+/I- symporter (NIS) decreases TH synthesis leading to learning and memory deficits in children,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:77,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:78,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:87,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:88,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure via abnormal role change within caste,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure                         ,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:341,Learning and memory,impairment,Individual,learning,GO:0007612,,,decreased process quality,PATO:0002302,,,,
Aop:13,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:54,Inhibition of Na+/I- symporter (NIS) decreases TH synthesis leading to learning and memory deficits in children,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:77,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:78,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:87,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:88,Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure via abnormal role change within caste,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:89,Nicotinic acetylcholine receptor activation followed by desensitization contributes to abnormal foraging and directly leads to colony loss/failure                         ,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:90,Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure,Event:341,Learning and memory,Impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:99,Histamine (H2) receptor antagonism leading to reduced survival,Event:341,Learning and memory,impairment,Individual,memory,GO:0007613,,,decreased process quality,PATO:0002302,,,,
Aop:39,Sensitisation of the Respiratory Tract induced by Covalent Binding of Low Molecular Weight Organic Chemicals to Proteins,Event:151,"Inflammatory cytokines, chemokines, cytoprotective gene pathways",Activation,Molecular,chemokine activity,GO:0008009,Chemokine,241981,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:43,Disruption of VEGFR Signaling Leading to Developmental Defects,Event:298,Vascular,Insufficiency,Organ,blood circulation,GO:0008015,blood,UBERON:0000178,decreased process quality,PATO:0002302,,,embryo,UBERON:0000922
Aop:3,Inhibition of the mitochondrial complex I of nigra-striatal neurons leads to parkinsonian motor deficits,Event:887,NADH-ubiquinone oxidoreductase (complex I),Inhibition,Cellular,NADH dehydrogenase (ubiquinone) activity,GO:0008137,NADH-ubiquinone oxidoreductase chain 1,PR:000031316,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:32,"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",Event:77,Critical Metabolites (CGA 330050 and CGA 265307),Production,Cellular,metabolic process,GO:0008152,thiamethoxam,CHEBI:39185,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:32,"Inhibition of iNOS, hepatotoxicity, and regenerative proliferation leading to liver tumors",Event:77,Critical Metabolites (CGA 330050 and CGA 265307),Production,Cellular,metabolic process,GO:0008152,metabolite,CHEBI:25212,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:46,AFB1: Mutagenic Mode-of-Action leading to Hepatocellular Carcinoma (HCC),Event:409,Production of Reactive Electrophiles,Metabolism of AFB1,Molecular,metabolic process,GO:0008152,,,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:152,Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity,Event:961,Clearance of thyroxine from tissues,Increased,Tissue,metabolic process,GO:0008152,thyroxine,CHEBI:30660,increased process quality,PATO:0002304,,,liver,UBERON:0002107
Aop:12,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration in aging,Event:55,Cell injury/death,N/A,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:13,Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities,Event:55,Cell injury/death,N/A,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:38,Protein Alkylation leading to Liver Fibrosis,Event:55,Cell injury/death,N/A,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:48,"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",Event:55,Cell injury/death,N/A,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:709,Cytotoxicity (renal tubular cell),Increase,Cellular,cell death,GO:0008219,kidney tubule cell,CL:1000507,increased process quality,PATO:0002304,kidney tubule cell,CL:1000507,,
Aop:108,Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:768,Cytotoxicity,Increase,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,,,,
Aop:109,Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse),Event:770,Cytotoxicity (club cells),Increase,Cellular,cell death,GO:0008219,Clara cell,CL:0000158,increased process quality,PATO:0002304,Clara cell,CL:0000158,,
Aop:114,HPPD inhibition leading to corneal papillomas and carcinomas (in rat),Event:776,Cytotoxicity (corneal cells),Increase,Cellular,cell death,GO:0008219,corneal epithelial cell,CL:0000575,increased process quality,PATO:0002304,corneal epithelial cell,CL:0000575,,
Aop:115,Epithelial cytotoxicity leading to forestomach tumors (in mouse and rat),Event:780,Cytotoxicity (epithelial cells),Increase,Cellular,cell death,GO:0008219,epithelial cell,CL:0000066,increased process quality,PATO:0002304,epithelial cell,CL:0000066,,
Aop:116,Cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),Event:783,Cytotoxicity (tubular epithelial cells),Increase,Cellular,cell death,GO:0008219,nephron tubule epithelial cell,CL:1000494,increased process quality,PATO:0002304,nephron tubule epithelial cell,CL:1000494,,
Aop:118,Chronic cytotoxicity leading to hepatocellular adenomas and carcinomas (in mouse and rat),Event:786,Cytotoxicity (hepatocytes),Increase,Cellular,cell death,GO:0008219,hepatocyte,CL:0000182,increased process quality,PATO:0002304,hepatocyte,CL:0000182,,
Aop:121,Urinary bladder calculi leading to urothelial papillomas and carcinomas (in mouse and rat),Event:794,Cytotoxicity (urothelial cells),Increase,Cellular,cell death,GO:0008219,urothelial cell,CL:0000731,increased process quality,PATO:0002304,urothelial cell,CL:0000731,,
Aop:144,Lysosomal damage leading to liver inflammation,Event:55,Cell injury/death,N/A,Cellular,cell death,GO:0008219,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:171,Chronic cytotoxicity of the serous membrane leading to pleural/peritoneal mesotheliomas in the rat.,Event:1086,cytotoxicity (pleura or peritoneum),persistent,Cellular,cell death,GO:0008219,pleura,UBERON:0000977,increased process quality,PATO:0002304,,,pleura,UBERON:0000977
Aop:109,Cytotoxicity leading to bronchioloalveolar adenomas and carcinomas (in mouse),Event:733,Necrosis (terminal bronchiolar cells),Increase,Cellular,cell death,GO:0008219 ,bronchial epithelial cell,CL:0002328,increased process quality,PATO:0002304,bronchial epithelial cell,CL:0002328,,
Aop:4,Ecdysone receptor agonism leading to mortality,Event:988,Secretion of ecdysis triggering hormone (ETH),Decreased,Cellular,ecdysis-triggering hormone activity,GO:0008255,,,decreased process quality,PATO:0002302,eukaryotic cell,CL:0000255,,
Aop:1,Uncharacterized liver damage leading to hepatocellular carcinoma,Event:57,Cell proliferation in the absence of cytotoxicity,Proliferation,Cellular,cell proliferation,GO:0008283,,,increased process quality,PATO:0002304,eukaryotic cell,CL:0000255,,
Aop:40,Covalent Protein binding leading to Skin Sensitisation,Event:272,T-cells,Activation/Proliferation,Organ,cell proliferation,GO:0008283,memory T cell,CL:0000813,increased process quality,PATO:0002304,,,lymph node,UBERON:0000029
